Helység,Törzskörméret (cm),Megye,GPS adat,Mérés éve,Faj,"Megjegyzés, újabb mérés, nyomravezető"
Gelse,615,Zala,"46,34,49-16,59,08",2018,fekete nyár,"Torma Zoltánné, Torma Zoltán"
Ásványráró,615,Győr-Moson-Sopron,"47,49,26-17,32,47",2021,fekete nyár,Szél Győző
Barcs,614,Somogy,"45,57,40-17,26,28",2023,fekete nyár,Szél Győző
Ráckeve,614,Pest,"47,10,34-18,52,53",2019,fekete nyár,Baranyai László
Tököl,614,Pest,"47,19,25-18,56,52",2016,fekete nyár,Baranyai László
Kunszentmárton,614,Jász-Nagykun-Szolnok,"46,49,15-20,14,44",2025,fekete nyár,"Balczó Tamás, Buzás Csobán"
Gemenc,614,Tolna,"46,20,06-18,50,51",2013,fekete nyár,"Fekete Adrien, Szombathelyi Gergely"
Szegvár,614,Csongrád,"46,36,21-20,10,06",2025,fekete nyár,
Csepreg,614,Vas,"47,24,39-16,43,22",2007,fekete nyár,625/2010
Makó**,614,Csongrád,"46,12,19-20,26,54",2018,szürke nyár,Vilmányi Kiss Zoltán
Szegvár,613,Csongrád,"46,36,30-20,10,12",2025,fekete nyár,
Kenyeri,613,Vas,"47,22,04-17,01,45",2019,fekete nyár,Teket Attila
Gemenc,613,Tolna,"46,19,01-18,54,28",2011,fekete nyár,Elblinger Ferenc
Koppánymonostor,613,Komárom-Esztergom,"47,45,00-18,01,20",2021,fekete nyár,Szél Győző
Baks,613,Csongrád,"46,31,17-20,09,41",2020,fekete nyár,
Homokmégy,613,Bács-Kiskun,"46,28,16-19,10,06",2021,fekete nyár,
Balatonfenyves,612,Somogy,"46,42,44-17,28,45",2023,fekete nyár,"Sólyom Attila, Gergely János"
Mindszent,612,Csongrád,"46,29,01-20,11,57",2025,fekete nyár,magasság: 36 m/2025
Ásványráró,612,Győr-Moson-Sopron,"47,48,45-17,33,22",2021,fekete nyár,Szél Győző
Baks,612,Csongrád,"46,32,50-20,09,18",2017,fekete nyár,magasság: 22 m/2017
Ercsi,612,Fejér,"47,11,18-18,52,35",2021,fekete nyár,Baranyai László
Kunszentmárton,612,Jász-Nagykun-Szolnok,"46,48,32-20,13,40",2025,fekete nyár,"Balczó Tamás, Buzás Csobán"
Pusztakovácsi,612,Somogy,"46,31,00-17,37,34",2021,szürke nyár,Sólyom Attila; magasság: 34 m/2021
Gemenc,612,Bács-Kiskun,"46,12,16-18,52,01",2010,fekete nyár,"Elblinger Ferenc, Kovács Attila"
Lipót,611,Győr-Moson-Sopron,"47,52,16-17,28,48",2013,fekete nyár (jegenye),Szél Győző; jegenyenyár; magassága 32 m/2013 (Sz.Gy.)
Gemenc,611,Tolna,"46,19,17-18,54,12",2010,fekete nyár,
Lórév,611,Pest,"47,07,12-18,53,13",2026,fekete nyár,Baranyai László
Lórév,611,Pest,"47,06,57-18,53,20",2026,fekete nyár,Baranyai László
Géderlak,611,Bács-Kiskun,"46,36,40-18,52,23",2020,szürke nyár,Baranyai László; magasság: 40 m/2020
Baks,611,Csongrád,"46,32,58-20,09,19",2017,fekete nyár,Közvetlenül mellette egy 650-es nyár.
Szeged,610,Csongrád,"46,16,50-20,14,04",2020,fekete nyár,
Hódmezővásárhely,610,Csongrád,"46,24,37-20,11,45",2016,fekete nyár,Öt törzsből kettő (összenőve 130 cm-ig).
Báta,610,Tolna,"46,11,55-18,51,08",2019,fekete nyár,
Bár,610,Baranya,"46,03,22-18,43,47",2020,fekete nyár,Szél Győző
Békés,610,Békés,"46,48,03-21,07,53",2025,fekete nyár,Varga Zoltán
Harta,610,Bács-Kiskun,"46,41,18-19,00,26",2018,fekete nyár,Szél Győző
Hódmezővásárhely,610,Csongrád,"46,26,11-20,13,07",2020,fekete nyár,
Mindszent,610,Csongrád,"46,32,27-20,10,13",2025,szürke nyár,
Budapest,610,Pest,"47,31,19-18,59,26",2011,nyár,
Barcs/Kisbók,610,Somogy,"45,56,39-17,31,23",2009,szürke nyár,"Szél Győző, Gujzer Tibor; 625/2016"
Dunapataj,610,Bács-Kiskun,"46,40,16-18,59,24",2018,fekete nyár,Szél Győző
Ásványráró,610,Győr-Moson-Sopron,"47,49,09-17,29,59",2021,fekete nyár,579/2013; magasság: 23 m/2021
Makád,610,Pest,"47,04,19-18,54,49",2026,fekete nyár,Baranyai László
Gemenc,610,Bács-Kiskun,"46,09,40-18,50,48",2017,fekete nyár,"Badari Tibor, Csontos Péter; Bajához tartozik"
Vép,610,Vas,"47,13,50-16,43,07",2014,fekete nyár,"Szél Győző; Torma Zoltán, Torma Zoltánné"
Szegvár,610,Csongrád,"46,35,00-20,10,29",2025,fekete nyár,
Szelevény,609,Jász-Nagykun-Szolnok,"46,48,15-20,12,56",2025,fekete nyár,
Mindszent,609,Csongrád,"46,31,23-20,09,55",2020,fekete nyár,
Ráckeve,609,Pest,"47,10,35-18,52,54",2019,fekete nyár,Baranyai László
Hódmezővásárhely,609,Csongrád,"46,25,13-20,11,21",2016,fekete nyár,617/2022
Gemenc,609,Bács-Kiskun,"46,12,40-18,50,26",2009,fekete nyár,
Gemenc,609,Bács-Kiskun,"46,10,02-18,51,12",2017,fekete nyár,"Badari Tibor, Csontos Péter; Bajához tartozik"
Ásványráró,609,Győr-Moson-Sopron,"47,48,10-17,32,11",2021,fekete nyár,Szél Győző
Szarvas,608,Békés,"46,54,38-20,35,35",2024,szürke nyár,"Balczó Tamás, Buzás Csobán; magasság: 35 m/2024"
Celldömölk,608,Vas,"47,14,48-17,09,57",2019,fekete nyár,Teket Attila
Külsővat,608,Veszprém,"47,17,16-17,13,08",2019,fekete nyár,Teket Attila
Rákóczifalva,608,Jász-Nagykun-Szolnok,"47,04,05-20,11,22",2011,fekete nyár,Szél Győző
Budapest,608,Pest,"47,31,55-19,03,10",2010,fekete nyár,622/2014; már nincs meg (Nagy Dániel)
Hódmezővásárhely,608,Csongrád,"46,26,40-20,12,45",2025,fekete nyár,
Dunasziget,608,Győr-Moson-Sopron,"47,55,03-17,23,01",2013,fekete nyár,Szél Győző
Szarvas,608,Békés,"46,54,55-20,35,55",2024,fekete nyár,"Balczó Tamás, Buzás Csobán"
Pilis,608,Pest,"47,18,14-19,34,57",2022,nyár (kanadai?),Lesti Szabolcs
Mezőberény,608,Békés,"46,50,37-21,06,04",2026,szürke nyár,Varga Zoltán; magasság: 38 m/2026
Gemenc,607,Tolna,"46,18,31-18,54,46",2015,fekete nyár,Barabás Tamás
Csongrád,607,Csongrád,"46,43,05-20,08,55",2026,fekete nyár,
Drávakeresztúr (Révfalu),607,Baranya,"45,49,24-17,45,31",2010,fekete nyár,Szél Győző
Pörböly,607,Bács-Kiskun,"46,10,33-18,53,03",2024,fekete nyár,
Békés**,607,Békés,"46,49,37-21,06,42",2026,szürke nyár,Varga Zoltán
Szeged,607,Csongrád,"46,15,30-20,12,45",2024,fekete nyár,
Gemenc,607,Tolna,"46,18,22-18,52,32",2012,fekete nyár,Elblinger Ferenc
Felgyő,606,Csongrád,"46,38,12-20,10,42",2022,szürke nyár,
Csanytelek,606,Csongrád,"46,34,25-20,08,22",2022,fekete nyár,
Lórév,606,Pest,"47,07,08-18,53,13",2026,fekete nyár,Baranyai László
Baks,606,Csongrád,"46,31,05-20,09,57",2020,fekete nyár,
Szeged,606,Csongrád,"46,14,20-20,17,40",2006,szürke nyár,Az egykori vetyeháti nagy nyárfa közelében. 636/2013jan; 648/2015febr; 659/2016okt; 704/2024okt
Tápióság,606,Pest,"47,22,47-19,36,00",2019,fekete nyár,Lesti Szabolcs
Felgyő,606,Csongrád,"46,38,14-20,10,46",2022,fekete nyár,
Bakonykúti,606,Fejér,"47,14,37-18,11,50",2012,fekete nyár,Baranyai László
Szentes,606,Csongrád,"46,39,20-20,11,39",2025,fekete nyár,
Szeged,605,Csongrád,"46,16,32-20,13,59",2024,fekete nyár,
Pálmonostora,605,Bács-Kiskun,"46,35,21-19,58,10",2016,fekete nyár,Kovács Krisztián; 611/2019; 2023-ban kipusztult (Mészáros Zsolt)
Báta,605,Tolna,"46,07,20-18,47,50",2019,fekete nyár,Elblinger Ferenc
Hódmezővásárhely,605,Csongrád,"46,24,56-20,13,04",2016,fekete nyár,627/2019febr
Szegvár**,605,Csongrád,"46,33,56-20,08,44",2025,fekete nyár,
Barcs/Kisbók,605,Somogy,"45,56,40-17,31,23",2016,szürke nyár,"Szél Győző, Gujzer Tibor"
Barcs/Kisbók,605,Somogy,"45,56,39-17,31,23",2009,szürke nyár,"Szél Győző, Gujzer Tibor; 606/2016"
Szentes,605,Csongrád,"46,36,48-20,10,33",2025,fekete nyár,
Balatonboglár,604,Somogy,"46,46,33-17,38,44",2013,fekete nyár,Sólyom Attila; 2024: már nincsen meg (Jezerniczky-Klinszki Anna)
Báta,604,Tolna,"46,07,36-18,47,53",2012,fekete nyár,Kovács Csaba
Solt,604,Bács-Kiskun,"46,48,57-18,57,09",2021,fekete nyár,
Baks,604,Csongrád,"46,33,07-20,08,58",2017,fekete nyár,
Lórév,604,Pest,"47,07,00-18,53,19",2026,fekete nyár,Baranyai László
Kisköre,603,Heves,"47,28,31-20,30,20",2025,fekete nyár,Baranyai László
Szentes,603,Csongrád,"46,42,26-20,11,48",2025,fekete nyár,
Gemenc,603,Bács-Kiskun,"46,15,36-18,52,49",2018,fekete nyár,"Szutorcsik Dávid, Torma Zoltán, Elblinger Ferenc, Veránka-szigeten; magasság: 35 m/2018"
Homorúd,603,Baranya,"45,57,51-18,49,01",2017,szürke nyár,"András István, Torma Zoltánné, Torma Zoltán; magasság: 35 m/2017"
Sátoraljaújhely,603,Borsod-Abaúj-Zemplén,"48,20,48-21,38,48",2007,fehér nyár,"Molnár Bence és Zoltán, Long-erdőben; 614/2024; 2024: áll, de halott"
Sándorfalva,603,Csongrád,"46,23,47-20,12,08",2019,fekete nyár,
Sándorfalva,602,Csongrád,"46,23,58-20,12,10",2002,fehér nyár,2019: már nincs meg
Szentes,602,Csongrád,"46,39,02-20,11,30",2025,fekete nyár,
Algyő,602,Csongrád,"46,21,04-20,12,58",2024,fekete nyár,
Lakitelek,602,Bács-Kiskun,"46,51,24-19,59,20",2026,szürke nyár,"Balczó Tamás, Buzás Csobán"
Szelevény,602,Jász-Nagykun-Szolnok,"46,48,10-20,13,02",2025,fekete nyár,"Balczó Tamás, Buzás Csobán"
Pátka,601,Fejér,"47,16,20-18,31,14",2008,fekete nyár,Baranyai László
Gemenc,601,Bács-Kiskun,"46,13,51-18,52,33",2018,fekete nyár,"Szutorcsik Dávid, Torma Zoltán, Elblinger Ferenc, Veránka-szigeten"
Felgyő,601,Csongrád,"46,37,24-20,09,33",2022,fekete nyár,
Gemenc,601,Tolna,"46,18,31-18,54,46",2015,fekete nyár,Barabás Tamás
Hódmezővásárhely,601,Csongrád,"46,24,53-20,13,04",2019,fekete nyár,"130 cm-en kétfelé ágazó; együtt 735/2002, 783/2016, 794/2019"
Kisköre,601,Heves,"47,28,01-20,29,01",2025,fekete nyár,Szél Győző
Tengelic,601,Tolna,"46,33,17-18,43,41",2015,fekete nyár,Elblinger Ferenc
Gemenc,601,Bács-Kiskun,"46,13,48-18,52,34",2018,fekete nyár,"Szutorcsik Dávid, Torma Zoltán, Elblinger Ferenc, Veránka-szigeten"
Gyál,600,Pest,"47,22,13-19,15,28",2025,fekete nyár,Baráth Miklós
Mártély,600,Csongrád,"46,28,03-20,12,56",2025,fekete nyár,
Baks,600,Csongrád,"46,31,39-20,09,26",2020,fekete nyár,
Kölked,600,Baranya,"45,56,18-18,45,23",2018,fekete nyár,Szél Győző; magasság: 41 m/2018
Dóc,600,Csongrád,"46,27,32-20,12,14",2021,fekete nyár,
Szeged,600,Csongrád,"46,15,11-20,11,41",2020,fekete nyár,
Gemenc,600,Bács-Kiskun,"46,13,38-18,52,37",2018,fekete nyár,"Szutorcsik Dávid, Torma Zoltán, Elblinger Ferenc, Veránka-szigeten"
Szentes,600,Csongrád,"46,37,30-20,10,36",2022,fekete nyár,
Tápióság,600,Pest,"47,23,39-19,39,06",2019,fekete nyár,Lesti Szabolcs; magasság: 23 m/2019
Hódmezővásárhely,600,Csongrád,"46,22,15-20,12,27",2024,fekete nyár,
Kémes,600,Baranya,"45,50,28-18,04,50",2025,szürke nyár,
Drávaszabolcs**,600,Baranya,"45,47,31-18,13,13",2025,szürke nyár,Torma Zoltán
Iváncsa,600,Fejér,"47,09,02-18,52,12",2021,fekete nyár,Baranyai László
Szegvár,600,Csongrád,"46,36,18-20,10,07",2025,fekete nyár,
Mártély,600,Csongrád,"46,28,20-20,13,44",2013,fekete nyár,2025: már nincsen meg
Barcs/Kisbók,600,Somogy,"45,56,40-17,31,23",2016,szürke nyár,"Szél Győző, Gujzer Tibor"
Szeged,600,Csongrád,"46,17,34-20,14,51",2019,fekete nyár,
Vezseny,600,Jász-Nagykun-Szolnok,"47,02,47-20,15,02",2022,fekete nyár,Wilhelm Ákos
Kisköre,600,Heves,"47,28,04-20,29,10",2025,fekete nyár,Szél Győző
Algyő,600,Csongrád,"46,21,12-20,12,17",2024,fekete nyár,
Lórév,600,Pest,"47,06,59-18,53,20",2026,fekete nyár,Baranyai László
Hódmezővásárhely,600,Csongrád,"46,26,40-20,11,59",2016,fekete nyár,
Dunapataj,600,Bács-Kiskun,"46,39,40-18,58,40",2018,fekete nyár,Szél Győző
Sándorfalva,600,Csongrád,"46,23,56-20,11,32",2019,fekete nyár,
Algyő,600,Csongrád,"46,22,01-20,11,49",2020,fekete nyár,
Mezőberény,600,Békés,"46,51,49-21,03,54",2025,fekete nyár,Varga Zoltán
Algyő,600,Csongrád,"46,20,01-20,13,23",2024,fekete nyár,
Kunszentmárton,600,Jász-Nagykun-Szolnok,"46,49,02-20,14,27",2025,fekete nyár,"Balczó Tamás, Buzás Csobán"
Barcs,600,Somogy,"45,57,58-17,23,19",2026,fekete nyár,
Szarvas,600,Békés,"46,54,49-20,32,47",2024,fekete nyár,"Balczó Tamás, Buzás Csobán"
Békéscsaba,597,Békés,"46,42,54-21,06,57",2018,fehér nyár,Bandika-fa. 568 cm/2002. 2020-ban a kettős törzs egyik fele kihasadt. 468/2024 - a lehasadt résszel csökkent a körméret. 2025: kidőlt
Cún,596,Baranya,"45,47,59-18,04,56",2025,szürke nyár,Torma Zoltán
Algyő,595,Csongrád,"46,18,22-20,14,36",2020,fehér nyár,
Csongrád,593,Csongrád,"46,43,51-20,08,09",2022,szürke nyár,Wilhelm Ákos Sándor; magasság: 32 m/2022
Szegvár,592,Csongrád,"46,36,07-20,10,05",2025,szürke nyár,
Dóc,590,Csongrád,"46,28,39-20,11,48",2021,fehér nyár,
Szentes,589,Csongrád,"46,38,23-20,11,15",2025,szürke nyár,magasság: 33 m/2025
Tiszaújváros,586,Borsod-Abaúj-Zemplén,"47,54,27-21,04,49",2019,fehér nyár,Szél Győző; magasság: 35 m/2019
Szegvár,586,Csongrád,"46,36,11-20,10,05",2025,szürke nyár,magasság: 35 m/2025
Kisköre,585,Heves,"47,28,01-20,29,09",2025,szürke nyár,Szél Győző
Ercsi,585,Fejér,"47,11,06-18,52,31",2021,szürke nyár,Baranyai László
Barcs,582,Somogy,"45,57,41-17,26,27",2023,fehér nyár,Szél Győző
Baks,580,Csongrád,"46,30,43-20,10,48",2021,fehér nyár,
Nagyszentjános,580,Győr-Moson-Sopron,"47,44,28-17,51,48",2023,szürke nyár,
Szegvár**,579,Csongrád,"46,33,55-20,08,47",2025,szürke nyár,
Baks,578,Csongrád,"46,30,42-20,10,50",2021,fehér nyár,
Szeged,578,Csongrád,"46,16,02-20,13,09",2024,fehér nyár,
Kölked,578,Baranya,"45,57,19-18,45,07",2018,szürke nyár,Szél Győző
Somogyszil,573,Somogy,"46,33,18-18,01,46",2023,szürke nyár,Vrancsik Tibor; magasság: 39 m/2023
Szentes,573,Csongrád,"46,37,29-20,10,50",2025,szürke nyár,
Dombrád,573,Szabolcs-Szatmár-Bereg,"48,14,15-21,55,06",2023,szürke nyár,
Dóc,573,Csongrád,"46,28,37-20,11,51",2021,fehér nyár,
Dóc,573,Csongrád,"46,27,36-20,12,17",2021,fehér nyár,
Vezseny,573,Jász-Nagykun-Szolnok,"47,02,42-20,14,59",2022,szürke nyár,Wilhelm Ákos
Mártély,570,Csongrád,"46,29,05-20,13,07",2025,fehér nyár,
Sándorfalva,568,Csongrád,"46,23,57-20,11,43",2019,fehér nyár,
Algyő,567,Csongrád,"46,18,42-20,14,41",2024,fehér nyár,
Algyő,566,Csongrád,"46,23,14-20,12,23",2020,fehér nyár,
Kölked,565,Baranya,"45,56,18-18,46,06",2018,fehér nyár,Szél Győző; magasság: 35 m/2018
Szentes,565,Csongrád,"46,37,14-20,10,40",2025,szürke nyár,
Homorúd,563,Baranya,"45,57,25-18,49,28",2017,szürke nyár,"András István, Torma Zoltánné, Torma Zoltán; magasság: 32 m/2017"
Dóc,563,Csongrád,"46,27,57-20,12,14",2021,fehér nyár,
Császár,560,Komárom-Esztergom,"47,28,57-18,10,25",2020,fehér nyár,Szél Győző
Szentes,560,Csongrád,"46,41,05-20,11,58",2025,szürke nyár,
Szeged,560,Csongrád,"46,16,55-20,14,29",2024,szürke nyár,
Cún,560,Baranya,"45,47,01-18,05,03",2025,szürke nyár,Torma Zoltán
Tószeg,557,Jász-Nagykun-Szolnok,"47,07,10-20,10,36",2023,fehér nyár,Lesti Szabolcs
Lengyeltóti,557,Somogy,"46,39,52-17,38,36",2020,szürke nyár,Sólyom Attila
Csongrád,556,Csongrád,"46,43,53-20,08,07",2022,szürke nyár,Wilhelm Ákos Sándor; magasság: 32 m/2022
Barcs,555,Somogy,"45,56,56-17,22,23",2023,szürke nyár,Szél Győző
Mártély,555,Csongrád,"46,28,37-20,13,12",2025,szürke nyár,
Győrzámoly,555,Győr-Moson-Sopron,"47,47,19-17,37,15",2021,fehér nyár,Szél Győző
Kisköre,553,Heves,"47,28,08-20,27,45",2025,szürke nyár,Szél Győző
Algyő,551,Csongrád,"46,19,50-20,13,28",2024,szürke nyár,
Csongrád,551,Csongrád,"46,43,53-20,08,07",2022,szürke nyár,Wilhelm Ákos Sándor
Szeged,549,Csongrád,"46,15,23-20,17,13",2024,szürke nyár,
Szentes,549,Csongrád,"46,37,14-20,10,39",2025,szürke nyár,
Szentes,547,Csongrád,"46,39,55-20,13,05",2025,szürke nyár,
Sándorfalva,546,Csongrád,"46,24,26-20,11,06",2019,fehér nyár,
Kölked,546,Baranya,"45,56,47-18,44,26",2018,fehér nyár,Szél Győző
Ásotthalom,545,Csongrád,"46,13,17-19,45,58",2025,szürke nyár,Rúzsafa; 527/2009
Szeged,545,Csongrád,"46,17,36-20,14,51",2019,fehér nyár,
Földeák,544,Csongrád,"46,19,33-20,27,29",2018,fehér nyár,
Algyő,543,Csongrád,"46,21,41-20,11,50",2024,szürke nyár,
Algyő,541,Csongrád,"46,23,00-20,11,59",2020,fehér nyár,
Mindszent,541,Csongrád,"46,30,59-20,10,29",2025,szürke nyár,
Cún,540,Baranya,"45,47,59-18,04,57",2025,szürke nyár,Torma Zoltán
Homorúd,539,Baranya,"45,57,52-18,49,00",2017,szürke nyár,"András István, Torma Zoltánné, Torma Zoltán"
Győrzámoly,538,Győr-Moson-Sopron,"47,47,19-17,37,14",2021,fehér nyár,Szél Győző
Solt,538,Bács-Kiskun,"46,45,19-18,59,31",2018,fehér nyár,Szél Győző; magasság: 34 m/2018
Mezőberény,535,Békés,"46,51,06-21,05,16",2026,szürke nyár,Varga Zoltán; egyben mérve 758/2026
Szentes**,534,Csongrád,"46,39,26-20,11,44",2025,szürke nyár,"Kéttörzsű, mellmagasságig egyben van."
Győr,533,Győr-Moson-Sopron,"47,40,19-17,38,44",2024,szürke nyár,Teket Attila
Békés,532,Békés,"46,50,08-21,06,23",2026,szürke nyár,
Csongrád,530,Csongrád,"46,44,20-20,07,52",2026,szürke nyár,
Homorúd,530,Baranya,"45,57,24-18,49,28",2017,szürke nyár,"András István, Torma Zoltánné, Torma Zoltán; magasság: 31 m/2017"
Hódmezővásárhely,529,Csongrád,"46,25,43-20,14,07",2019,fehér nyár,
Drávatamási,529,Somogy,"45,56,26-17,33,13",2026,szürke nyár,
Kisköre,528,Heves,"47,28,37-20,30,29",2025,szürke nyár,"Baranyai László, Szél Győző"
Makó,528,Csongrád,"46,12,44-20,25,37",2018,szürke nyár,Vilmányi Kiss Zoltán
Szentes,527,Csongrád,"46,39,23-20,11,36",2025,szürke nyár,
Zsana,527,Bács-Kiskun,"46,25,20-19,40,41",2022,fehér nyár,"Lestyán Csaba, Vissi Géza; magasság: 21 m/2022"
Békés,526,Békés,"46,50,13-21,06,24",2026,szürke nyár,Varga Zoltán
Szeged,525,Csongrád,"46,16,49-20,13,53",2020,fehér nyár,Szél Győző
Kisköre,522,Heves,"47,28,34-20,30,22",2025,szürke nyár,"Baranyai László, Szél Győző"
Baks,522,Csongrád,"46,30,36-20,10,59",2021,fehér nyár,
Szeged,522,Csongrád,"46,15,18-20,10,00",2023,szürke nyár,
Budapest,520,Pest,"47,33,03-19,03,57",2025,szürke nyár,Baráth Miklós
Deszk,520,Csongrád,"46,14,13-20,17,58",2020,fehér nyár,
Vezseny,518,Jász-Nagykun-Szolnok,"47,02,41-20,15,01",2022,szürke nyár,Wilhelm Ákos
Mezőberény,518,Békés,"46,50,54-21,05,29",2026,szürke nyár,Varga Zoltán
Csongrád,518,Csongrád,"46,43,05-20,09,05",2026,szürke nyár,
Kisköre,515,Heves,"47,28,03-20,29,08",2025,szürke nyár,Szél Győző
Győr,512,Győr-Moson-Sopron,"47,40,21-17,38,46",2024,szürke nyár,Teket Attila
Hódmezővásárhely,512,Csongrád,"46,22,57-20,12,37",2024,szürke nyár,alacsonyan kiágazó résszel együtt 700 cm
Szentes,512,Csongrád,"46,37,58-20,10,17",2023,fehér nyár,
Baks,512,Csongrád,"46,30,10-20,10,48",2021,fehér nyár,
Szegvár,511,Csongrád,"46,35,03-20,09,37",2025,fehér nyár,
Algyő,511,Csongrád,"46,18,48-20,14,31",2024,fehér nyár,
Hács/Béndekpuszta,510,Somogy,"46,40,01-17,42,35",2020,szürke nyár,Sólyom Attila
Algyő,510,Csongrád,"46,23,13-20,12,24",2020,fehér nyár,
Szentes,510,Csongrád,"46,38,19-20,11,14",2025,szürke nyár,
Baks,509,Csongrád,"46,30,51-20,10,35",2020,fehér nyár,
Dóc,508,Csongrád,"46,27,09-20,12,01",2021,fehér nyár,130 cm-en elágazik
Balatonlelle,507,Somogy,"46,47,13-17,45,35",2024,szürke nyár,Sólyom Attila
Baks,505,Csongrád,"46,31,02-20,10,01",2020,fehér nyár,
Mindszent,505,Csongrád,"46,32,33-20,10,13",2018,szürke nyár,magasság: 30 m/2018
Szeged,505,Csongrád,"46,13,16-20,08,04",2020,szürke nyár,Kiss Éva
Sándorfalva,504,Csongrád,"46,23,53-20,12,15",2019,fehér nyár,
Szeged,503,Csongrád,"46,16,00-20,12,50",2020,fehér nyár,magasság: 32 m/2020
Algyő,503,Csongrád,"46,21,08-20,12,06",2024,szürke nyár,
Mindszent,502,Csongrád,"46,32,47-20,10,00",2025,fehér nyár,
Baks,501,Csongrád,"46,33,06-20,08,59",2022,fehér nyár,
Baks,501,Csongrád,"46,32,07-20,09,26",2020,fehér nyár,
Szentes,501,Csongrád,"46,37,15-20,10,38",2025,fehér nyár,
Kisköre,501,Heves,"47,28,34-20,30,23",2025,szürke nyár,"Baranyai László, Szél Győző"
Csongrád,500,Csongrád,"46,43,16-20,09,18",2026,szürke nyár,
Mártély,500,Csongrád,"46,28,21-20,13,15",2025,fehér nyár,
Vezseny,500,Jász-Nagykun-Szolnok,"47,02,34-20,15,33",2022,szürke nyár,Wilhelm Ákos
Vezseny,500,Jász-Nagykun-Szolnok,"47,02,34-20,15,27",2022,szürke nyár,Wilhelm Ákos
Baks,500,Csongrád,"46,30,10-20,10,46",2021,fehér nyár,
Kölked,473,Baranya,"45,56,19-18,46,05",2018,fekete nyár,magassága miatt került fel a listára: 42 m/2018
Gemenc,440,Bács-Kiskun,"46,15,17-18,52,28",2018,fekete nyár,"magassága miatt került fel a listára, magasság: 42,5 m/2018"
Kölked,333,Baranya,"45,56,20-18,46,04",2018,fehér nyár,magassága miatt került fel a listára: 43 m/2018
Porva,467,Veszprém,"47,19,51-17,49,54",2013,vadcseresznye,Jandala Attila; nagyrészt töredezett
Pénzesgyőr,461,Veszprém,"47,12,29-17,48,27",2010,vadcseresznye,"Szabó Péter, Baranyai László, Jandala Attila"
Olaszfalu/Felsőpere,449,Veszprém,"47,15,41-17,56,13",2013,vadcseresznye,Jandala Attila
Városlőd,430,Veszprém,"47,07,46-17,40,12",2020,vadcseresznye,Józsa Balázs; magasság: 23 m/2020
Szentgál,425,Veszprém,"47,11,47-17,43,17",2023,vadcseresznye,Teket Attila
Szentgál,423,Veszprém,"47,09,32-17,42,38",2019,vadcseresznye,"Jandala Attila, Sütő Krisztián"
Zalaszántó,420,Zala,"46,53,49-17,12,51",2015,cseresznye,"Hegedűs Ágoston, Sütő Krisztián"
Füzér,416,Borsod-Abaúj-Zemplén,"48,34,59-21,26,09",2019,vadcseresznye,"Torma Zoltánné, Torma Zoltán"
Olaszfalu,415,Veszprém,"47,13,09-17,57,18",2010,vadcseresznye,Jandala Attila; 2020: elpusztult
Szentgál,408,Veszprém,"47,10,43-17,42,46",2023,vadcseresznye,Teket Attila
Somogyaracs,398,Somogy,"46,02,46-17,23,04",2015,cseresznye,Zombori Zoltán
Pusztakovácsi,387,Somogy,"46,32,45-17,34,22",2016,cseresznye,Sólyom Attila; Torma Zoltánné és Torma Zoltán
Somogybükkösd,366,Somogy,"46,17,32-16,59,12",2017,vadcseresznye,Novográdecz Péter; magasság: 28 m/2017
Szentgál,364,Veszprém,"47,10,41-17,42,25",2023,vadcseresznye,Teket Attila
Sopron,358,Győr-Moson-Sopron,"47,40,32-16,31,24",2018,vadcseresznye,Szél Győző; magasság: 27 m/2018
Szentgál,356,Veszprém,"47,10,49-17,43,59",2023,vadcseresznye,Teket Attila
Háromhuta,355,Borsod-Abaúj-Zemplén,"48,23,33-21,26,30",2019,vadcseresznye,"Cseppely Attila, Torma Zoltán"
Lad/Rákospuszta,355,Somogy,"46,08,52-17,39,42",2009,vadcseresznye,két nagy ága letörve
